0,0,000000000000,000,Silence,élément esthétique indispensable !,— —,#808080 
1503,7,101011101010,217-4,Arabe,mode classique occidental,Gammes / modes classiques,#0000CD 
1504,7,101011101010,217-4,Locrien majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1505,7,101110101010,217-5,Non-classé,—,—,#0000CD 
1506,7,110101010101,217-6,Napolitain majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1507,7,111010101010,217-7,Heptunitonique,mode moderne occidental,Gammes / modes modernes,#0000CD 
1508,7,100110101101,218-1,Non-classé,—,—,#0000CD 
1509,7,101011011001,218-2,Harmonique majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1510,7,101011011001,218-2,Majeur harmonique,mode moderne occidental,Gammes / modes modernes,#0000CD 
1511,7,101011011001,218-2,Pseudomajeur 6b,mode moderne occidental,Gammes / modes modernes,#0000CD 
1512,7,101100110101,218-3,Lydien mineur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1513,7,101100110101,218-3,Agam,mode traditionnel Arabie,Gammes / modes traditionnels,#0000CD 
1514,7,101100110101,218-3,Madhuvanti descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#0000CD 
1515,7,101101100110,218-4,Demi-diminué naturel,mode moderne occidental,Gammes / modes modernes,#0000CD 
1516,7,110011010110,218-5,"7(9b,9#,13b) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1517,7,110101101100,218-6,Non-classé,—,—,#0000CD 
1518,7,110110011010,218-7,"7(9b,11,13)",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1519,7,110110011010,218-7,Mixoriental,mode moderne occidental,Gammes / modes modernes,#0000CD 
1520,7,100110110101,219-1,Lydien 2#,mode moderne occidental,Gammes / modes modernes,#0000CD 
1521,7,101011001101,219-2,Ionien augmenté,mode moderne occidental,Gammes / modes modernes,#0000CD 
1522,7,101011001101,219-2,Pseudomajeur 5#,mode moderne occidental,Gammes / modes modernes,#0000CD 
1523,7,101100110110,219-3,Dorien 4#,mode moderne occidental,Gammes / modes modernes,#0000CD 
1524,7,101100110110,219-3,Roumain mineur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1525,7,101100110110,219-3,Nikriz,mode traditionnel Arabie,Gammes / modes traditionnels,#0000CD 
1526,7,101101011001,219-4,Harmonique mineur,mode classique occidental,Gammes / modes classiques,#0000CD 
1527,7,101101011001,219-4,Mineur harmonique,mode classique occidental,Gammes / modes classiques,#0000CD 
1528,7,101101011001,219-4,Mohammedan,mode classique occidental,Gammes / modes classiques,#0000CD 
1529,7,101101011001,219-4,Farkhâr,mode traditionnel Arabie,Gammes / modes traditionnels,#0000CD 
1530,7,101101011001,219-4,Pilù descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#0000CD 
1531,7,101101011001,219-4,Bayaty,mode traditionnel Iran,Gammes / modes traditionnels,#0000CD 
1532,7,101101011001,219-4,Ispahan,mode traditionnel Iran,Gammes / modes traditionnels,#0000CD 
1533,7,110011011010,219-5,"7(9b,11,13b)",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1534,7,110011011010,219-5,Espagnol gitan,mode classique occidental,Gammes / modes classiques,#0000CD 
1535,7,110011011010,219-5,Juif,mode classique occidental,Gammes / modes classiques,#0000CD 
1536,7,110011011010,219-5,Phrygien majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1537,7,110011011010,219-5,Super Phrygien,mode moderne occidental,Gammes / modes modernes,#0000CD 
1538,7,110011011010,219-5,Hijaz,mode traditionnel Arabie,Gammes / modes traditionnels,#0000CD 
1539,7,110011011010,219-5,Ahaba-Rabba,mode traditionnel Liban,Gammes / modes traditionnels,#0000CD 
1540,7,110101100110,219-6,Locrien 6#,mode moderne occidental,Gammes / modes modernes,#0000CD 
1541,7,110110101100,219-7,Altéré diminué,mode moderne occidental,Gammes / modes modernes,#0000CD 
1542,7,100101101101,220-1,"7(9b,9#,11#,13) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1543,7,100101101101,220-1,Non-classé,—,—,#0000CD 
1544,7,101100101101,220-2,Non-classé,—,—,#0000CD 
1545,7,101101100101,220-3,Non-classé,—,—,#0000CD 
1546,7,101101101100,220-4,"7,5b(9b,9#,13) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1547,7,101101101100,220-4,Heptadiminué majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1548,7,110010110110,220-5,"7(9b,11#,13)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1549,7,110110010110,220-6,"7(9b,9#,13)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1550,7,110110110010,220-7,"7(9b,9#,11#) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1551,7,100110110110,221-1,"7(9#,11#,13) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1552,7,100110110110,221-1,Hongrois majeur,mode classique occidental,Gammes / modes classiques,#0000CD 
1553,7,101001101101,221-2,Non-classé,—,—,#0000CD 
1554,7,101101001101,221-3,Non-classé,—,—,#0000CD 
1555,7,101101101001,221-4,Non-classé,—,—,#0000CD 
1556,7,110100110110,221-5,Non-classé,—,—,#0000CD 
1557,7,110110100110,221-6,"7(9b,9#,11#,13) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1558,7,110110100110,221-6,"7,5b(9b,9#,13)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1559,7,110110110100,221-7,Heptadiminué mineur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1560,7,100110101011,222-1,Non-classé,—,—,#0000CD 
1561,7,101010111001,222-2,Napolitain mineur,mode classique occidental,Gammes / modes classiques,#0000CD 
1562,7,101011100110,222-3,Priti-Hindoli descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#0000CD 
1563,7,101110011010,222-4,Non-classé,—,—,#0000CD 
1564,7,110011010101,222-5,Non-classé,—,—,#0000CD 
1565,7,110101011100,222-6,Pseudomajeur 2b,mode moderne occidental,Gammes / modes modernes,#0000CD 
1566,7,111001101010,222-7,Non-classé,—,—,#0000CD 
1567,7,100111010101,223-1,Pseudomajeur 2#,mode moderne occidental,Gammes / modes modernes,#0000CD 
1568,7,101010110011,223-2,Non-classé,—,—,#0000CD 
1569,7,101011001110,223-3,Non-classé,—,—,#0000CD 
1570,7,101100111010,223-4,Non-classé,—,—,#0000CD 
1571,7,110011101010,223-5,Non-classé,—,—,#0000CD 
1572,7,110101011001,223-6,Néopolitain,mode moderne occidental,Gammes / modes modernes,#0000CD 
1573,7,111010101100,223-7,Non-classé,—,—,#0000CD 
1574,7,100101101011,224-1,Non-classé,—,—,#0000CD 
1575,7,101011100101,224-2,Pseudomajeur 5b,mode moderne occidental,Gammes / modes modernes,#0000CD 
1576,7,101101011100,224-3,Non-classé,—,—,#0000CD 
1577,7,101110010110,224-4,Non-classé,—,—,#0000CD 
1578,7,110010110101,224-5,Puravi ascendant,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#0000CD 
1579,7,110101110010,224-6,Non-classé,—,—,#0000CD 
1580,7,111001011010,224-7,Non-classé,—,—,#0000CD 
1581,7,100111010110,225-1,"7(9#,11,13)",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1582,7,100111010110,225-1,Heptajaponais,mode moderne occidental,Gammes / modes modernes,#0000CD 
1583,7,101001110101,225-2,Non-classé,—,—,#0000CD 
1584,7,101011010011,225-3,Pseudomajeur 6#,mode moderne occidental,Gammes / modes modernes,#0000CD 
1585,7,101011010011,225-3,Pseudomajeur sur-relatif,mode moderne occidental,Gammes / modes modernes,#0000CD 
1586,7,101101001110,225-4,Non-classé,—,—,#0000CD 
1587,7,110100111010,225-5,Non-classé,—,—,#0000CD 
1588,7,110101101001,225-6,Non-classé,—,—,#0000CD 
1589,7,111010110100,225-7,Non-classé,—,—,#0000CD 
1590,7,100101110101,226-1,"7(9b,9#,11,13) sans 1!",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1591,7,100101110101,226-1,Non-classé,—,—,#0000CD 
1592,7,101011001011,226-2,Non-classé,—,—,#0000CD 
1593,7,101100101110,226-3,Non-classé,—,—,#0000CD 
1594,7,101110101100,226-4,Non-classé,—,—,#0000CD 
1595,7,110010111010,226-5,"7(9b,11#,13b)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1596,7,110101100101,226-6,Non-classé,—,—,#0000CD 
1597,7,111010110010,226-7,Non-classé,—,—,#0000CD 
1598,7,100110101110,227-1,Non-classé,—,—,#0000CD 
1599,7,101001101011,227-2,Non-classé,—,—,#0000CD 
1600,7,101011101001,227-3,Non-classé,—,—,#0000CD 
1601,7,101110100110,227-4,Non-classé,—,—,#0000CD 
1602,7,110100110101,227-5,Non-classé,—,—,#0000CD 
1603,7,110101110100,227-6,Non-classé,—,—,#0000CD 
1604,7,111010011010,227-7,Non-classé,—,—,#0000CD 
1605,7,100101011011,228-1,Non-classé,—,—,#0000CD 
1606,7,101011011100,228-2,Pseudomajeur 5#-no7 1,mode moderne occidental,Gammes / modes modernes,#0000CD 
1607,7,101011011100,228-2,Pseudomajeur augmenté 1,mode moderne occidental,Gammes / modes modernes,#0000CD 
1608,7,101101110010,228-3,Non-classé,—,—,#0000CD 
1609,7,101110010101,228-4,Pseudomajeur 2#-no4 majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1610,7,110010101101,228-5,Non-classé,—,—,#0000CD 
1611,7,110111001010,228-6,"7(9b,9#,11,13b) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1612,7,111001010110,228-7,Non-classé,—,—,#0000CD 
1613,7,100111011010,229-1,"7(9#,11,13b)",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1614,7,101001110110,229-2,Pseudomajeur 4#-no3 dominante,mode moderne occidental,Gammes / modes modernes,#0000CD 
1615,7,101010011101,229-3,Pseudomajeur 5#-no 4majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1616,7,101101010011,229-4,Non-classé,—,—,#0000CD 
1617,7,110101001110,229-5,Non-classé,—,—,#0000CD 
1618,7,110110101001,229-6,Non-classé,—,—,#0000CD 
1619,7,111011010100,229-7,Pseudomajeur 1#-no7,mode moderne occidental,Gammes / modes modernes,#0000CD 
1620,7,100101011101,230-1,Non-classé,—,—,#0000CD 
1621,7,101011101100,230-2,Non-classé,—,—,#0000CD 
1622,7,101100101011,230-3,Non-classé,—,—,#0000CD 
1623,7,101110110010,230-4,Non-classé,—,—,#0000CD 
1624,7,110010101110,230-5,Non-classé,—,—,#0000CD 
1625,7,110110010101,230-6,Non-classé,—,—,#0000CD 
1626,7,111011001010,230-7,Non-classé,—,—,#0000CD 
1627,7,100110111010,231-1,"7(9#,11#,13b) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1628,7,101001101110,231-2,Non-classé,—,—,#0000CD 
1629,7,101010011011,231-3,Non-classé,—,—,#0000CD 
1630,7,101110101001,231-4,Non-classé,—,—,#0000CD 
1631,7,110101001101,231-5,Non-classé,—,—,#0000CD 
1632,7,110111010100,231-6,Non-classé,—,—,#0000CD 
1633,7,111010100110,231-7,Non-classé,—,—,#0000CD 
1634,7,100110110011,232-1,Derek Sébastian,mode signature compositeur,Gammes / modes signature,#0000CD 
1635,7,100111001101,232-2,Non-classé,—,—,#0000CD 
1636,7,101100111001,232-3,Algérien,mode classique occidental,Gammes / modes classiques,#0000CD 
1637,7,101100111001,232-3,Andalou,mode classique occidental,Gammes / modes classiques,#0000CD 
1638,7,101100111001,232-3,Hongrois gitan,mode classique occidental,Gammes / modes classiques,#0000CD 
1639,7,101100111001,232-3,Hongrois mineur,mode classique occidental,Gammes / modes classiques,#0000CD 
1640,7,101100111001,232-3,Nawa-Athar,mode traditionnel Arabie,Gammes / modes traditionnels,#0000CD 
1641,7,101100111001,232-3,Multani,mode traditionnel Inde (raga),Gammes / modes traditionnels,#0000CD 
1642,7,110011011001,232-4,Byzantin,mode classique occidental,Gammes / modes classiques,#0000CD 
1643,7,110011011001,232-4,Gitan,mode classique occidental,Gammes / modes classiques,#0000CD 
1644,7,110011011001,232-4,Harmonique double,mode moderne occidental,Gammes / modes modernes,#0000CD 
1645,7,110011011001,232-4,Bhairava,mode traditionnel Inde (raga),Gammes / modes traditionnels,#0000CD 
1646,7,110011100110,232-5,Oriental,mode classique occidental,Gammes / modes classiques,#0000CD 
1647,7,110110011100,232-6,Non-classé,—,—,#0000CD 
1648,7,111001101100,232-7,Non-classé,—,—,#0000CD 
1649,7,100101101110,233-1,"7(9b,9#,11#,13b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1650,7,100101101110,233-1,Non-classé,—,—,#0000CD 
1651,7,101001011011,233-2,Non-classé,—,—,#0000CD 
1652,7,101101110100,233-3,"7,5#(9b,9#,11#) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#0000CD 
1653,7,101110100101,233-4,Pseudomajeur 2#-no5 majeur 1,mode moderne occidental,Gammes / modes modernes,#0000CD 
1654,7,110100101101,233-5,Non-classé,—,—,#0000CD 
1655,7,110111010010,233-6,"7(9b,9#,11)",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1656,7,111010010110,233-7,Pseudomajeur 1#-no4 dominante,mode moderne occidental,Gammes / modes modernes,#0000CD 
1657,7,100101110110,234-1,"7(9b,9#,11,13b) sans 1!",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1658,7,100101110110,234-1,Non-classé,—,—,#0000CD 
1659,7,101001011101,234-2,Pseudomajeur 5#-no3 majeur 1,mode moderne occidental,Gammes / modes modernes,#0000CD 
1660,7,101101001011,234-3,Non-classé,—,—,#0000CD 
1661,7,101110110100,234-4,Pseudomajeur 2#-no7 1,mode moderne occidental,Gammes / modes modernes,#0000CD 
1662,7,110100101110,234-5,Non-classé,—,—,#0000CD 
1663,7,110110100101,234-6,Non-classé,—,—,#0000CD 
1664,7,111011010010,234-7,Pseudomajeur 1#-no6 dominante,mode moderne occidental,Gammes / modes modernes,#0000CD 
1665,7,100110011011,235-1,Heptaugmenté,mode moderne occidental,Gammes / modes modernes,#0000CD 
1666,7,100110111001,235-2,Blues oriental diminué,mode moderne occidental,Gammes / modes modernes,#0000CD 
1667,7,101110011001,235-3,Non-classé,—,—,#0000CD 
1668,7,110011001101,235-4,Non-classé,—,—,#0000CD 
1669,7,110011011100,235-5,Non-classé,—,—,#0000CD 
1670,7,110111001100,235-6,Non-classé,—,—,#0000CD 
1671,7,111001100110,235-7,Non-classé,—,—,#0000CD 
1672,7,100110011101,236-1,Non-classé,—,—,#0000CD 
1673,7,100111011001,236-2,Non-classé,—,—,#0000CD 
1674,7,101100110011,236-3,Non-classé,—,—,#0000CD 
1675,7,110011001110,236-4,Non-classé,—,—,#0000CD 
1676,7,110011101100,236-5,Blues oriental augmenté,mode moderne occidental,Gammes / modes modernes,#0000CD 
1677,7,110110011001,236-6,Non-classé,—,—,#0000CD 
1678,7,111011001100,236-7,Non-classé,—,—,#0000CD 
1679,6,100000011111,237-1,Non-classé,—,—,bicolore
1680,6,110000001111,237-2,Non-classé,—,—,bicolore
1681,6,111000000111,237-3,Non-classé,—,—,bicolore
1682,6,111100000011,237-4,Non-classé,—,—,bicolore
1683,6,111110000001,237-5,Non-classé,—,—,bicolore
1684,6,111111000000,237-6,C6P,accord extrapolé (harmonie),Accords extrapolés,bicolore
1685,6,111111000000,237-6,Cluster Hexatonique Primal,accord extrapolé (harmonie),Accords extrapolés,bicolore
1686,6,111111000000,237-6,Chromarésolutif,mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore
1687,6,111111000000,237-6,Hexachromatique mineur,mode moderne occidental,Gammes / modes modernes,bicolore
1688,6,111111000000,237-6,Semichromatique tritonique,mode moderne occidental,Gammes / modes modernes,bicolore
1689,7,100101010111,238-1,Non-classé,—,—,#0000CD 
1690,7,101010111100,238-2,Pseudomajeur 5#-no7 2,mode moderne occidental,Gammes / modes modernes,#0000CD 
1691,7,101011110010,238-3,Pseudomajeur 4#-no6 dominante,mode moderne occidental,Gammes / modes modernes,#0000CD 
1692,7,101111001010,238-4,Non-classé,—,—,#0000CD 
1693,7,110010101011,238-5,Énigmatique,mode moderne occidental,Gammes / modes modernes,#0000CD 
1694,7,110010101011,238-5,Giuseppe Verdi,mode signature compositeur,Gammes / modes signature,#0000CD 
1695,7,111001010101,238-6,Pseudomajeur 1#-no3 majeur 1,mode moderne occidental,Gammes / modes modernes,#0000CD 
1696,7,111100101010,238-7,Non-classé,—,—,#0000CD 
1697,7,100111101010,239-1,Non-classé,—,—,#0000CD 
1698,7,101001111010,239-2,Non-classé,—,—,#0000CD 
1699,7,101010011110,239-3,Pseudomajeur 5#-no4 dominante,mode moderne occidental,Gammes / modes modernes,#0000CD 
1700,7,101010100111,239-4,Pseudomajeur 6#-no5 majeur 1,mode moderne occidental,Gammes / modes modernes,#0000CD 
1701,7,110101010011,239-5,Non-classé,—,—,#0000CD 
1702,7,111010101001,239-6,Non-classé,—,—,#0000CD 
1703,7,111101010100,239-7,Non-classé,—,—,#0000CD 
1704,7,100101110011,240-1,Non-classé,—,—,#0000CD 
1705,7,100111001011,240-2,Heptabalinais,mode moderne occidental,Gammes / modes modernes,#0000CD 
1706,7,100111001011,240-2,Heptajavanais,mode moderne occidental,Gammes / modes modernes,#0000CD 
1707,7,101110011100,240-3,Superelatif 11a (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés ,#0000CD 
1708,7,110010111001,240-4,Superelatif 11b (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés,#0000CD 
1709,7,110010111001,240-4,Shri descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#0000CD 
1710,7,110011100101,240-5,Vasanti descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#0000CD 
1711,7,111001011100,240-6,Chromatique Genus,mode moderne occidental,Gammes / modes modernes,#0000CD 
1712,7,111001110010,240-7,Non-classé,—,—,#0000CD 
1713,7,100111001110,241-1,Non-classé,—,—,#0000CD 
1714,7,100111010011,241-2,Superelatif 10a (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés ,#0000CD 
1715,7,101001110011,241-3,Non-classé,—,—,#0000CD 
1716,7,110011101001,241-4,Lalit,mode traditionnel Inde (raga),Gammes / modes traditionnels,#0000CD 
1717,7,110011101001,241-4,Nirupanam,mode traditionnel Inde (raga),Gammes / modes traditionnels,#0000CD 
1718,7,110011101001,241-4,Persan,mode traditionnel Iran,Gammes / modes traditionnels,#0000CD 
1719,7,110100111001,241-5,Todi,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#0000CD 
1720,7,111001110100,241-6,Non-classé,—,—,#0000CD 
1721,7,111010011100,241-7,Superelatif 10b (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés ,#0000CD 
1722,7,100011011011,242-1,Non-classé,—,—,#0000CD 
1723,7,101101110001,242-2,Non-classé,—,—,#0000CD 
1724,7,101110001101,242-3,Non-classé,—,—,#0000CD 
1725,7,110001101101,242-4,Non-classé,—,—,#0000CD 
1726,7,110110111000,242-5,Non-classé,—,—,#0000CD 
1727,7,110111000110,242-6,"7(9b,9#,11,13) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#0000CD 
1728,7,111000110110,242-7,Non-classé,—,—,#0000CD 
1729,7,100101011110,243-1,Non-classé,—,—,#0000CD 
1730,7,101001010111,243-2,Non-classé,—,—,#0000CD 
1731,7,101011110100,243-3,"7M,5#(9,11#,13) sans 1!",chiffrage harmonique modal majeur,Accords modaux majeurs,#0000CD 
1732,7,101011110100,243-3,"m7,5b(9b,11,13b) sans 1! • locrien",chiffrage harmonique modal mineur,Accords modaux mineurs,#0000CD 
1733,7,101011110100,243-3,Pseudomajeur 4#-no7,mode moderne occidental,Gammes / modes modernes,#0000CD 
1734,7,101111010010,243-4,Non-classé,—,—,#0000CD 
1735,7,110100101011,243-5,Non-classé,—,—,#0000CD 
1736,7,111010010101,243-6,Pseudomajeur 1#-no4 majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
